"","ID","alterID","aRelationType","aAge","aGender","aOccupation","aFamilyStatus","aRelationLength","aStrongTieDiscuss","aStrongTieHelp","aF2f","aPhone","aEmail","aSNS","egoAlterDist_m"
"1104","SR7490239",5,"Club/circle friend","60-64","Female","Home maker","Married with children","More than 10 years",0,0,"Several times a day","Several times a day","4-7 times/week","Never",1014.13686691318
"1105","SR7490239",6,"Spouse/partner","50-54","Female","Full time","Married, no children","More than 10 years",1,1,"1-2 times/month","1-3 times/year","1-2 times/month","Never",4072.04437424213
"1106","SR7490239",7,"Spouse/partner","45-49","Female","Home maker","Married with children","More than 10 years",1,1,"1-3 times/week","1-3 times/year","4-11 times/year","Never",1281.96574702465
"1107","SR7490239",8,"Work friend","50-54","Male","Full time","Married with children","More than 10 years",0,0,"1-2 times/month","4-11 times/year","4-11 times/year","Never",32048.2630752175
"1108","SR7540037",0,"Work friend","50-54","Male","Part time","Single","More than 10 years",1,1,"1-3 times/year","1-3 times/year","Never","Never",36901.2263777731
"1109","SR7600697",0,"Child","45-49","Male","Full time","Married with children","More than 10 years",0,1,"1-3 times/week","1-3 times/week","1-3 times/week","4-11 times/year",6249.58236617001
"1110","SR7600697",1,"Child","45-49","Female","Student","Married with children","More than 10 years",1,1,"1-3 times/week","1-3 times/week","1-3 times/week","4-11 times/year",6249.58236617001
"1111","SR7600697",3,"Child","45-49","Female","Student","Married with children","More than 10 years",0,0,"4-11 times/year","4-11 times/year","Never","Never",140410.609515758
"1112","SR7600697",4,"Neighbor","60-64","Male","Unemployed/retired","Married with children","More than 10 years",0,0,"4-7 times/week","Never","Never","Never",2470.64792760758
"1113","SR7610304",0,"Spouse/partner","60-64","Female","Unemployed/retired","Married with children","More than 10 years",0,0,"Several times a day","Several times a day","Several times a day","Never",669.200915952183
"1114","SR7610304",1,"Child","25-29","Female","Part time","Single","More than 10 years",0,1,"Several times a day","Several times a day","Several times a day","Never",669.200915952183
"1115","SR7610304",2,"Other friend","60-64","Male","Full time","Married with children","5-10 years",0,0,"1-3 times/week","Several times a day","1-3 times/week","Never",40104.8331919102
"1116","SR7610304",3,"Sibling","60-64","Female","Unemployed/retired","Single","More than 10 years",0,0,"1-3 times/week","Several times a day","1-3 times/week","Never",669.200915952183
"1117","SR7630009",0,"Neighbor","over 65","Female","Home maker","Married, no children","More than 10 years",0,0,"1-2 times/month","1-2 times/month","3-4 times/month","Never",747.399893507406
"1118","SR7630009",1,"Neighbor","60-64","Female","Unemployed/retired","Married with children","5-10 years",0,0,"3-4 times/month","Never","Never","Never",747.399893507406
"1119","SR7630009",2,"Neighbor","over 65","Female","Other","Married with children","More than 10 years",0,0,"3-4 times/month","Never","Never","Never",747.399893507406
"1120","SR7630009",3,"Club/circle friend","60-64","Female","Other","Other","5-10 years",1,0,"1-3 times/week","Never","Never","Never",747.399893507406
"1121","SR7630009",4,"Spouse/partner","over 65","Female","Home maker","Married with children","More than 10 years",0,0,"Several times a day","1-3 times/week","Never","Never",0
"1122","SR7670773",0,"Spouse/partner","45-49","Female","Part time","Married with children","More than 10 years",0,0,"Several times a day","Several times a day","Several times a day","Never",0
"1123","SR7770106",0,"Club/circle friend","60-64","Male","Other","Married with children","More than 10 years",1,1,"Several times a day","Several times a day","1-3 times/week","1-3 times/week",0
"1124","SR7770106",1,"Club/circle friend","55-59","Female","Full time","Married with children","More than 10 years",1,1,"1-2 times/month","1-2 times/month","1-2 times/month","1-2 times/month",0
"1125","SR7770106",2,"Club/circle friend","50-54","Female","Full time","Single","More than 10 years",1,1,"1-2 times/month","1-2 times/month","1-2 times/month","1-2 times/month",26491.6744120837
"1126","SR7770106",3,"Work friend","55-59","Male","Full time","Married with children","More than 10 years",1,1,"1-2 times/month","1-2 times/month","4-11 times/year","4-11 times/year",0
"1127","SR7770106",4,"Work friend","45-49","Male","Full time","Divorced","Less than a year",1,1,"1-2 times/month","1-2 times/month","4-11 times/year","4-11 times/year",0
"1128","SR7770106",5,"Club/circle friend","30-34","Male","Full time","Single","5-10 years",1,1,"1-3 times/year","4-11 times/year","Never","Never",13679.4605821089
"1129","SR7770106",6,"Club/circle friend","55-59","Male","Full time","Married with children","5-10 years",0,0,"1-3 times/year","1-3 times/year","Never","Never",0
"1130","SR7790171",0,"Work friend","55-59","Female","Full time","Married with children","More than 10 years",1,1,"3-4 times/month","3-4 times/month","1-3 times/week","Never",7461.16623836348
"1131","SR7790171",1,"Other friend","60-64","Female","Unemployed/retired","Married with children","More than 10 years",1,1,"4-11 times/year","3-4 times/month","1-3 times/week","Never",1559.56772480421
"1132","SR7790171",2,"Other friend","60-64","Female","Full time","Divorced","More than 10 years",1,1,"4-11 times/year","1-3 times/year","1-2 times/month","Never",7461.16623836348
"1133","SR7790171",3,"Other friend","60-64","Female","Unemployed/retired","Married with children","More than 10 years",1,1,"4-11 times/year","1-3 times/year","1-2 times/month","Never",1559.56772480421
"1134","SR7790171",4,"Other friend","60-64","Female","Unemployed/retired","Married with children","More than 10 years",0,0,"4-11 times/year","1-3 times/year","3-4 times/month","Never",1559.56772480421
"1135","SR7790171",5,"Other friend","55-59","Female","Full time","Married with children","More than 10 years",0,0,"4-11 times/year","1-3 times/year","4-11 times/year","Never",1559.56772480421
"1136","SR7790171",6,"Other friend","60-64","Female","Unemployed/retired","Widowed","More than 10 years",0,0,"4-11 times/year","1-3 times/year","4-11 times/year","Never",1559.56772480421
"1137","SR7800801",0,"Other friend","55-59","Male","Unemployed/retired","Married with children","5-10 years",0,0,"1-3 times/week","1-3 times/week","1-2 times/month","Never",148850.532112748
"1138","SR7830383",0,"Club/circle friend","over 65","Male","Unemployed/retired","Married, no children","More than 10 years",0,0,"4-11 times/year","4-11 times/year","Never","4-11 times/year",21942.8201742681
"1139","SR7830383",1,"Work friend","over 65","Male","Unemployed/retired","Married with children","More than 10 years",0,0,"4-11 times/year","4-11 times/year","Never","4-11 times/year",21942.8201742681
"1140","SR7830383",2,"Work friend","60-64","Male","Full time","Married with children","More than 10 years",0,0,"4-11 times/year","4-11 times/year","4-11 times/year","4-11 times/year",21942.8201742681
"1141","SR7830383",3,"In-law","60-64","Male","Unemployed/retired","Married with children","More than 10 years",0,0,"4-11 times/year","4-11 times/year","Never","4-11 times/year",37778.0217285231
"1142","SR7870464",0,"Other friend","60-64","Male","Unemployed/retired","Married with children","More than 10 years",0,0,"1-3 times/week","1-2 times/month","3-4 times/month","Never",860.08692283494
"1143","SR7870464",1,"Other friend","over 65","Male","Unemployed/retired","Married with children","More than 10 years",0,0,"1-2 times/month","1-2 times/month","3-4 times/month","Never",11415.3430101902
"1144","SR7870464",2,"Other friend","over 65","Male","Unemployed/retired","Married with children","More than 10 years",0,0,"1-2 times/month","1-2 times/month","3-4 times/month","Never",11607.9967772956
"1145","SR7870464",3,"Other friend","over 65","Male","Unemployed/retired","Married with children","More than 10 years",0,0,"3-4 times/month","1-2 times/month","3-4 times/month","Never",8006.39584943935
"1146","SR7960023",0,"Spouse/partner","50-54","Female","Unemployed/retired","Married, no children","More than 10 years",0,0,"Several times a day","1-3 times/year","4-11 times/year","Never",0
"1147","SR8060847",0,"Spouse/partner","55-59","Male","Unemployed/retired","Married, no children","More than 10 years",0,0,"Several times a day","Never","Never","Never",0
"1148","SR8060847",1,"Work friend","60-64","Male","Unemployed/retired","Single","More than 10 years",0,0,"1-3 times/year","Never","1-3 times/year","Never",20798.4347520483
"1149","SR8060847",2,"Work friend","60-64","Male","Unemployed/retired","Married with children","More than 10 years",0,0,"1-3 times/year","Never","1-3 times/year","Never",19473.4309623637
"1150","SR8140557",13,"Spouse/partner","60-64","Female","Home maker","Married with children","More than 10 years",0,0,"3-4 times/month","1-3 times/week","Never","Never",0
"1151","SR8170054",0,"School friend","60-64","Male","Full time","Married, no children","More than 10 years",0,0,"1-3 times/year","1-2 times/month","1-2 times/month","Never",7790.73620602514
"1152","SR8170054",1,"Other friend","60-64","Female","Full time","Married with children","More than 10 years",0,0,"1-2 times/month","1-2 times/month","Several times a day","Never",42145.6619567153
"1153","SR8250121",0,"Spouse/partner","over 65","Female","Home maker","Married with children","More than 10 years",1,1,"Several times a day","3-4 times/month","4-11 times/year","Never",0
"1154","SR8250121",1,"Child","30-34","Female","Part time","Married, no children","More than 10 years",1,1,"1-3 times/year","1-3 times/year","1-3 times/year","Never",41422.787582271
"1155","SR8250121",2,"Other friend","over 65","Male","Other","Divorced","More than 10 years",1,1,"1-3 times/year","1-3 times/year","Never","Never",48000.5744732991
"1156","SR8250121",3,"Other relative","over 65","Female","Home maker","Widowed","More than 10 years",1,1,"4-11 times/year","4-11 times/year","4-11 times/year","Never",4349.55297593718
"1157","SR8250121",4,"Other relative","60-64","Male","Freelance","Single","More than 10 years",1,1,"4-11 times/year","4-11 times/year","4-11 times/year","Never",32896.8183656015
"1158","SR8250121",5,"Other relative","over 65","Male","Unemployed/retired","Married with children","More than 10 years",0,0,"1-3 times/year","1-3 times/year","1-3 times/year","Never",33778.6191550791
"1159","SR8270247",1,"Neighbor","60-64","Female","Home maker","Married with children","More than 10 years",1,0,"3-4 times/month","1-3 times/week","1-3 times/week","Never",522.770068143046
"1160","SR8270247",2,"Other relative","60-64","Female","Home maker","Married with children","More than 10 years",1,0,"4-7 times/week","Several times a day","Never","Never",1885.79446355502
"1161","SR8270247",3,"Club/circle friend","60-64","Female","Home maker","Married with children","5-10 years",0,0,"3-4 times/month","1-2 times/month","3-4 times/month","Never",522.770068143046
"1162","SR8270247",4,"Club/circle friend","60-64","Female","Home maker","Married with children","5-10 years",0,0,"1-2 times/month","1-2 times/month","1-3 times/week","Never",2690.73695787834
"1163","SR8270247",5,"Neighbor","60-64","Male","Unemployed/retired","Married with children","More than 10 years",1,1,"1-2 times/month","Never","Never","Never",522.770068143046
"1164","SR8270247",7,"Child","40-44","Female","Home maker","Married with children","More than 10 years",1,1,"4-7 times/week","Several times a day","Several times a day","Never",522.770068143046
"1165","SR8270247",8,"Other relative","60-64","Male","Unemployed/retired","Married with children","More than 10 years",0,0,"Several times a day","Several times a day","4-7 times/week","Never",522.770068143046
"1166","SR8270247",11,"Neighbor","60-64","Female","Part time","Married with children","More than 10 years",0,0,"4-11 times/year","3-4 times/month","3-4 times/month","Never",522.770068143046
"1167","SR8270247",12,"Club/circle friend","60-64","Female","Home maker","Married with children","More than 10 years",0,0,"1-2 times/month","1-2 times/month","1-3 times/year","Never",522.770068143046
"1168","SR8270247",13,"Club/circle friend","60-64","Female","Home maker","Married with children","More than 10 years",0,0,"1-2 times/month","1-2 times/month","4-11 times/year","Never",522.770068143046
"1169","SR8270247",14,"Club/circle friend","60-64","Female","Home maker","Married with children","More than 10 years",0,0,"1-2 times/month","1-2 times/month","4-11 times/year","Never",522.770068143046
"1170","SR8280468",0,"Other friend","60-64","Female","Unemployed/retired","Widowed","More than 10 years",0,0,"4-11 times/year","4-11 times/year","Never","Never",16228.1261394117
"1171","SR8280468",1,"Other relative","60-64","Male","Unemployed/retired","Married with children","More than 10 years",0,0,"4-11 times/year","4-11 times/year","Never","Never",16801.9773856916
"1172","SR8280468",2,"Neighbor","60-64","Female","Home maker","Married with children","More than 10 years",0,0,"4-11 times/year","4-11 times/year","Never","Never",2564.97043683084
"1173","SR8280468",3,"Spouse/partner","60-64","Male","Part time","Married with children","More than 10 years",1,1,"Several times a day","Several times a day","Never","Never",2564.97043683084
"1174","SR8280468",4,"Child","45-49","Female","Home maker","Married, no children","More than 10 years",0,0,"Several times a day","Several times a day","Never","Never",2564.97043683084
"1175","SR8280468",5,"Other relative","10-14","Male","Student","Single","More than 10 years",0,0,"3-4 times/month","3-4 times/month","Never","Never",2564.97043683084
"1176","SR8280468",6,"Other relative","10-14","Male","Student","Single","More than 10 years",0,0,"3-4 times/month","3-4 times/month","Never","Never",2564.97043683084
"1177","SR8280468",7,"Other relative","45-49","Female","Part time","Divorced","More than 10 years",0,0,"3-4 times/month","3-4 times/month","Never","Never",2564.97043683084
"1178","SR8320103",0,"Other friend","50-54","Male","Unemployed/retired","Married with children","More than 10 years",0,0,"1-2 times/month","1-2 times/month","4-11 times/year","Never",28922.8077130623
"1179","SR8320103",1,"Work friend","60-64","Male","Unemployed/retired","Married with children","More than 10 years",0,0,"1-3 times/year","1-3 times/year","Never","Never",23627.1187965078
"1180","SR8320103",2,"Work friend","60-64","Male","Unemployed/retired","Married with children","More than 10 years",0,0,"1-3 times/year","1-3 times/year","Never","Never",33216.8524661572
"1181","SR8320103",3,"Neighbor","60-64","Male","Unemployed/retired","Married with children","More than 10 years",0,0,"1-3 times/week","1-2 times/month","Never","Never",5634.54149569141
"1182","SR8380535",0,"Spouse/partner","60-64","Female","Home maker","Married with children","More than 10 years",0,0,"Several times a day","Never","Never","4-7 times/week",0
"1183","SR8380535",2,"School friend","over 65","Male","Unemployed/retired","Married with children","More than 10 years",0,0,"1-3 times/year","1-3 times/year","Never","1-3 times/year",880692.128812219
"1184","SR8380535",3,"Work friend","over 65","Male","Unemployed/retired","Married with children","More than 10 years",0,0,"4-11 times/year","Never","1-3 times/year","Never",69756.8736536685
"1185","SR8380535",4,"Sibling","over 65","Male","Unemployed/retired","Married with children","More than 10 years",0,0,"1-3 times/year","4-11 times/year","1-3 times/year","Never",69756.8736536685
"1186","SR8400344",0,"Spouse/partner","over 65","Female","Freelance","Married, no children","More than 10 years",1,0,"Several times a day","Several times a day","Several times a day","Several times a day",0
"1187","SR8400344",1,"Parent","over 65","Female","Home maker","Widowed","More than 10 years",0,0,"1-2 times/month","3-4 times/month","Never","Never",283818.028398589
"1188","SR8400344",2,"Sibling","over 65","Male","Other","Married with children","More than 10 years",0,0,"1-3 times/year","1-3 times/year","1-3 times/year","Never",22122.6407860684
"1189","SR8490885",0,"Spouse/partner","60-64","Female","Home maker","Married with children","More than 10 years",1,1,"Several times a day","Never","Several times a day","Never",0
"1190","SR8490885",1,"Child","30-34","Female","Home maker","Married with children","More than 10 years",0,1,"1-3 times/week","1-2 times/month","1-3 times/year","Never",1873.38763717362
"1191","SR8560732",0,"Neighbor","50-54","Male","Unemployed/retired","Married with children","More than 10 years",1,1,"1-2 times/month","1-2 times/month","1-2 times/month","Never",351.61235006826
"1192","SR8560732",1,"Neighbor","60-64","Female","Unemployed/retired","Married with children","More than 10 years",1,1,"1-2 times/month","1-2 times/month","1-2 times/month","Never",351.61235006826
"1193","SR8560732",2,"Neighbor","60-64","Male","Full time","Married with children","More than 10 years",0,1,"1-2 times/month","1-2 times/month","1-2 times/month","Never",1594.39599759885
"1194","SR8560732",3,"Neighbor","60-64","Female","Home maker","Married with children","More than 10 years",0,0,"1-2 times/month","Never","Never","Never",1594.39599759885
"1195","SR8560732",4,"Neighbor","60-64","Male","Part time","Married with children","More than 10 years",0,0,"1-2 times/month","Never","Never","Never",1594.39599759885
"1196","SR8560732",5,"Neighbor","60-64","Female","Home maker","Married with children","More than 10 years",0,1,"1-2 times/month","Never","Never","Never",1594.39599759885
"1197","SR8560732",6,"Work friend","60-64","Female","Unemployed/retired","Married with children","More than 10 years",0,0,"4-11 times/year","4-11 times/year","1-2 times/month","Never",9200.79340304191
"1198","SR8560732",7,"Other friend","60-64","Male","Other","Married with children","More than 10 years",0,0,"4-11 times/year","4-11 times/year","1-2 times/month","Never",18557.8327204516
"1199","SR8560732",8,"Work friend","60-64","Male","Full time","Married, no children","More than 10 years",0,0,"1-2 times/month","3-4 times/month","1-3 times/week","Never",19650.5765275732
"1200","SR8560732",9,"Other friend","60-64","Male","Full time","Widowed","More than 10 years",1,1,"4-11 times/year","Never","Never","Never",9200.79340304191
"1201","SR8560732",10,"Other friend","60-64","Male","Freelance","Married with children","More than 10 years",0,0,"1-2 times/month","1-2 times/month","1-2 times/month","Never",21095.2906537161
"1202","SR8560732",11,"Work friend","60-64","Male","Full time","Married with children","More than 10 years",0,0,"4-11 times/year","3-4 times/month","3-4 times/month","Never",25513.266937568
"1203","SR8560732",12,"Other relative","60-64","Male","Full time","Married with children","More than 10 years",1,1,"4-11 times/year","Never","Never","Never",30402.5529804165
"1204","SR8560732",13,"Other relative","60-64","Female","Home maker","Married with children","More than 10 years",0,0,"1-2 times/month","1-2 times/month","1-2 times/month","Never",30402.5529804165
"1205","SR8600132",0,"Other friend","60-64","Female","Home maker","Married with children","More than 10 years",0,0,"3-4 times/month","3-4 times/month","Never","Never",442.11811784803
"1206","SR8600132",1,"Other friend","60-64","Female","Home maker","Married with children","More than 10 years",0,0,"4-11 times/year","1-3 times/year","Never","Never",442.11811784803
"1207","SR8600132",2,"Other friend","60-64","Female","Home maker","Married with children","More than 10 years",0,0,"3-4 times/month","1-3 times/year","Never","Never",442.11811784803
"1208","SR8600132",3,"Other friend","60-64","Female","Home maker","Married with children","More than 10 years",0,0,"4-11 times/year","4-11 times/year","Never","Never",442.11811784803
"1209","SR8600132",4,"Other friend","60-64","Female","Home maker","Married with children","More than 10 years",0,0,"4-11 times/year","4-11 times/year","Never","Never",442.11811784803
"1210","SR8600132",5,"Other friend","60-64","Female","Home maker","Married with children","More than 10 years",0,0,"1-3 times/year","4-11 times/year","Never","Never",442.11811784803
"1211","SR8600132",6,"Other friend","60-64","Female","Home maker","Married with children","More than 10 years",0,0,"1-3 times/year","1-3 times/year","Never","Never",442.11811784803
"1212","SR8600132",7,"Other friend","60-64","Female","Home maker","Married with children","More than 10 years",0,0,"1-3 times/year","1-3 times/year","Never","Never",442.11811784803
"1213","SR8600132",8,"Other friend","60-64","Female","Home maker","Married with children","More than 10 years",0,0,"1-3 times/year","1-3 times/year","Never","Never",442.11811784803
"1214","SR8600132",9,"Other friend","60-64","Female","Home maker","Married with children","More than 10 years",0,0,"1-3 times/year","1-3 times/year","Never","Never",442.11811784803
"1215","SR8600132",10,"Other friend","60-64","Female","Home maker","Married with children","More than 10 years",0,0,"1-3 times/year","1-3 times/year","Never","Never",442.11811784803
"1216","SR8600132",11,"Spouse/partner","60-64","Male","Unemployed/retired","Married with children","More than 10 years",1,1,"Several times a day","Never","Never","Never",0
"1217","SR8600132",12,"Other relative","60-64","Female","Other","Married with children","More than 10 years",1,1,"3-4 times/month","3-4 times/month","Never","Never",442.11811784803
"1218","SR8600132",13,"Other relative","60-64","Female","Home maker","Married with children","More than 10 years",1,1,"3-4 times/month","3-4 times/month","Never","Never",442.11811784803
"1219","SR8600132",14,"Other relative","60-64","Male","Other","Married with children","More than 10 years",1,1,"3-4 times/month","3-4 times/month","Never","Never",442.11811784803
"1220","SR8600132",15,"Other relative","60-64","Female","Home maker","Married with children","More than 10 years",1,1,"3-4 times/month","3-4 times/month","Never","Never",442.11811784803
"1221","SR8600132",16,"Child","40-44","Female","Part time","Married with children","More than 10 years",1,1,"Several times a day","3-4 times/month","Never","Never",442.11811784803
"1222","SR8600132",17,"Spouse/partner","45-49","Female","Part time","Married with children","More than 10 years",1,1,"1-3 times/week","3-4 times/month","Never","Never",442.11811784803
"1223","SR8600132",18,"Parent","60-64","Male","Unemployed/retired","Married with children","More than 10 years",0,0,"3-4 times/month","3-4 times/month","Never","Never",442.11811784803
"1224","SR8610697",0,"Spouse/partner","over 65","Male","Unemployed/retired","Married with children","More than 10 years",1,1,"Several times a day","Several times a day","1-3 times/week","Never",0
"1225","SR8610697",1,"Child","45-49","Male","Full time","Married with children","More than 10 years",1,1,"Several times a day","1-2 times/month","Never","Never",0
"1226","SR8610697",2,"Child","40-44","Male","Full time","Married with children","More than 10 years",1,1,"1-2 times/month","4-11 times/year","1-3 times/year","4-11 times/year",56070.9627954715
"1227","SR8610697",3,"Child","40-44","Female","Full time","Married with children","More than 10 years",1,1,"4-11 times/year","3-4 times/month","3-4 times/month","1-3 times/week",192603.79786667
"1228","SR8610697",4,"In-law","40-44","Male","Full time","Married with children","More than 10 years",1,1,"4-11 times/year","4-11 times/year","1-3 times/year","Never",192603.79786667
"1229","SR8610697",5,"In-law","45-49","Female","Part time","Married with children","More than 10 years",1,1,"Several times a day","Several times a day","1-3 times/week","3-4 times/month",0
"1230","SR8610697",6,"In-law","40-44","Female","Part time","Married with children","More than 10 years",1,1,"4-11 times/year","4-11 times/year","4-11 times/year","3-4 times/month",56070.9627954715
"1231","SR8610697",7,"Club/circle friend","over 65","Female","Home maker","Widowed","More than 10 years",0,0,"4-7 times/week","1-3 times/week","1-3 times/week","1-3 times/year",386.720798696579
"1232","SR8610697",8,"Club/circle friend","over 65","Female","Home maker","Widowed","More than 10 years",0,0,"1-3 times/week","1-2 times/month","Never","Never",1413.25974899388
"1233","SR8610697",9,"Club/circle friend","over 65","Female","Home maker","Widowed","More than 10 years",0,0,"1-2 times/month","1-2 times/month","1-2 times/month","Never",13326.0249286311
"1234","SR8610697",10,"Club/circle friend","over 65","Female","Home maker","Married with children","More than 10 years",0,0,"1-2 times/month","1-2 times/month","Never","Never",1413.25974899388
"1235","SR8610697",11,"Club/circle friend","over 65","Female","Home maker","Widowed","More than 10 years",0,0,"1-2 times/month","1-3 times/year","Never","Never",1943.66949724272
"1236","SR8610697",12,"Club/circle friend","over 65","Female","Home maker","Widowed","More than 10 years",0,0,"1-2 times/month","1-2 times/month","Never","Never",386.720798696579
"1237","SR8610697",13,"Club/circle friend","over 65","Female","Home maker","Married with children","More than 10 years",0,0,"1-3 times/week","1-3 times/week","Never","Never",386.720798696579
"1238","SR8610697",14,"Club/circle friend","over 65","Female","Home maker","Married with children","More than 10 years",0,0,"1-3 times/week","1-3 times/week","3-4 times/month","Never",717.108479876235
"1239","SR8610697",15,"Club/circle friend","over 65","Female","Home maker","Married with children","More than 10 years",1,1,"1-3 times/week","1-2 times/month","Never","Never",717.108479876235
"1240","SR8610697",16,"Other friend","over 65","Female","Home maker","Married with children","More than 10 years",1,1,"1-3 times/week","1-3 times/week","1-3 times/week","3-4 times/month",386.720798696579
"1241","SR8610697",17,"Other friend","over 65","Female","Home maker","Widowed","More than 10 years",0,0,"1-3 times/week","1-3 times/week","1-3 times/week","1-3 times/week",1827.7954212486
"1242","SR8610697",18,"Other friend","over 65","Female","Home maker","Married with children","More than 10 years",1,1,"1-2 times/month","1-2 times/month","1-2 times/month","Never",386.720798696579
"1243","SR8610697",19,"Sibling","over 65","Female","Home maker","Married with children","More than 10 years",1,1,"1-3 times/year","1-3 times/year","1-3 times/year","1-3 times/year",21515.9901528981
"1244","SR8610697",20,"Sibling","over 65","Female","Part time","Widowed","More than 10 years",1,1,"4-11 times/year","4-11 times/year","4-11 times/year","4-11 times/year",40500.501785455
"1245","SR8610697",21,"Neighbor","over 65","Female","Home maker","Married with children","More than 10 years",0,0,"4-7 times/week","Several times a day","Several times a day","Never",386.720798696579
"1246","SR8610697",22,"School friend","over 65","Female","Home maker","Married with children","More than 10 years",0,0,"1-3 times/year","1-3 times/year","1-3 times/year","Never",68235.7989602808
"1247","SR8670799",0,"Sibling","60-64","Male","Unemployed/retired","Single","More than 10 years",0,0,"1-3 times/year","4-11 times/year","1-3 times/year","Never",22283.3840919099
"1248","SR8670799",1,"Other relative","over 65","Male","Unemployed/retired","Married, no children","More than 10 years",0,0,"1-3 times/year","1-3 times/year","Never","Never",27674.1044097578
"1249","SR8680797",0,"Other friend","50-54","Male","Full time","Married with children","More than 10 years",0,0,"1-3 times/week","1-3 times/week","Never","Never",14208.4627878112
"1250","SR8680797",1,"Other relative","60-64","Male","Unemployed/retired","Married with children","More than 10 years",0,0,"1-3 times/year","1-3 times/year","Never","Never",70217.9663403939
"1251","SR8750081",0,"Spouse/partner","60-64","Female","Home maker","Married with children","More than 10 years",1,1,"Several times a day","4-7 times/week","Never","Never",1216.39561490723
"1252","SR8750081",1,"Child","30-34","Male","Full time","Married with children","More than 10 years",1,1,"1-3 times/week","4-11 times/year","Never","Never",1216.39561490723
"1253","SR8750081",2,"Child","30-34","Female","Part time","Married with children","5-10 years",0,0,"1-3 times/week","4-11 times/year","Never","Never",1216.39561490723
"1254","SR8750081",5,"Child","30-34","Male","Part time","Single","More than 10 years",1,1,"Several times a day","4-11 times/year","Never","Never",1216.39561490723
"1255","SR8750081",6,"Parent","60-64","Female","Other","Widowed","More than 10 years",0,0,"1-3 times/week","4-11 times/year","Never","Never",1216.39561490723
"1256","SR8850375",0,"Club/circle friend","60-64","Female","Home maker","Married with children","More than 10 years",1,0,"1-2 times/month","1-2 times/month","3-4 times/month","Never",1555.42499854298
"1257","SR8850375",1,"Neighbor","60-64","Female","Home maker","Married, no children","5-10 years",1,0,"1-2 times/month","Never","Never","Never",1555.42499854298
"1258","SR8850375",2,"Club/circle friend","60-64","Female","Home maker","Married, no children","5-10 years",1,0,"1-2 times/month","Never","Never","Never",1555.42499854298
"1259","SR8850375",3,"Club/circle friend","55-59","Female","Part time","Married, no children","5-10 years",1,0,"1-2 times/month","Never","Never","Never",1555.42499854298
"1260","SR8850375",4,"Club/circle friend","60-64","Female","Home maker","Married, no children","5-10 years",1,0,"3-4 times/month","3-4 times/month","Never","Never",18714.1341267145
"1261","SR8850375",5,"Club/circle friend","60-64","Male","Home maker","Married, no children","5-10 years",1,0,"1-2 times/month","Never","Never","Never",24127.6002179781
"1262","SR8850375",6,"Club/circle friend","60-64","Female","Home maker","Married with children","5-10 years",1,0,"3-4 times/month","Never","Never","Never",1555.42499854298
"1263","SR8850375",7,"Club/circle friend","60-64","Female","Home maker","Married with children","More than 10 years",1,0,"3-4 times/month","Never","Never","Never",1555.42499854298
"1264","SR8850375",8,"Club/circle friend","60-64","Female","Home maker","Married with children","5-10 years",1,1,"1-2 times/month","Never","Never","Never",1555.42499854298
"1265","SR8850375",9,"Club/circle friend","60-64","Female","Home maker","Married with children","5-10 years",1,1,"1-2 times/month","Never","Never","Never",1555.42499854298
"1266","SR8850375",10,"Club/circle friend","60-64","Female","Home maker","Married with children","More than 10 years",1,0,"3-4 times/month","4-11 times/year","Never","Never",1555.42499854298
"1267","SR8850375",11,"Club/circle friend","60-64","Female","Home maker","Married with children","More than 10 years",1,0,"1-2 times/month","Never","Never","Never",1555.42499854298
"1268","SR8850375",12,"Club/circle friend","60-64","Female","Home maker","Married with children","More than 10 years",1,1,"1-2 times/month","Never","Never","Never",1555.42499854298
"1269","SR8850375",13,"Club/circle friend","60-64","Female","Home maker","Married with children","More than 10 years",1,1,"3-4 times/month","Never","Never","Never",1555.42499854298
"1270","SR8850375",14,"Club/circle friend","60-64","Female","Home maker","Married with children","More than 10 years",1,0,"3-4 times/month","4-11 times/year","Never","Never",1555.42499854298
"1271","SR8850375",15,"Club/circle friend","60-64","Female","Unemployed/retired","Married with children","More than 10 years",1,0,"1-3 times/year","1-3 times/year","Never","Never",1555.42499854298
"1272","SR8850375",16,"School friend","60-64","Female","Unemployed/retired","Married, no children","More than 10 years",1,1,"1-3 times/year","1-3 times/year","Never","Never",36402.1415742207
"1273","SR8850375",17,"Other relative","60-64","Male","Unemployed/retired","Married with children","More than 10 years",1,0,"Never","Never","Never","Never",4408.86955899751
"1274","SR8850375",18,"Other relative","60-64","Female","Part time","Married with children","More than 10 years",1,0,"1-3 times/year","Never","Never","Never",11519.3524674725
"1275","SR8850375",19,"Other relative","60-64","Female","Part time","Married, no children","More than 10 years",1,1,"1-3 times/year","Never","Never","Never",14249994.1099496
"1276","SR8850375",20,"Spouse/partner","60-64","Male","Part time","Married with children","More than 10 years",1,1,"Never","Never","Never","Never",0
"1277","SR8850375",21,"Child","40-44","Female","Home maker","Married with children","More than 10 years",1,1,"4-11 times/year","4-11 times/year","Never","Never",65508.6869891143
"1278","SR8850375",22,"Child","35-39","Male","Full time","Married, no children","More than 10 years",1,1,"4-11 times/year","4-11 times/year","Never","Never",47521.7297530099
"1279","SR8850375",23,"Other relative","60-64","Male","Home maker","Married with children","More than 10 years",1,0,"1-3 times/year","4-11 times/year","Never","Never",83198.6675238241
